Step,Tactic,Technique ID,Technique Name,Platform,Detection Criteria,Category,ACW,Red Team Activity,Hosts,Users,Detection ID,Detection Description,Log Source,Event Filter,Data Component
Step 1A - Privilege Escalation + File-based Loading (Full Chain),Defense Evasion,T1070.004,Indicator Removal: File Deletion,Windows,`CertEnrollAgent.exe` deletes `C:\ProgramData\CertCA.bin` from disk after loading the PE,Calibrated - Not Benign,Medium,Step 1A: CWLHerpaderping deletes the dnscat2 payload file after loading to remove forensic evidence; file deletion occurs in fallback mode when stdin is not redirected,react.testlab.local,NT AUTHORITY\SYSTEM,AN0392,"Detects adversary behavior deleting artifacts (e.g., dropped payloads, evidence files) using native or external utilities (e.g., del, erase, SDelete). Detects deletion events correlated with unusual process lineage or timing post-execution.",WinEventLog:Security,"EventCode=4663, 4670, 4656",File Access
Step 1A - Privilege Escalation + File-based Loading (Full Chain),Defense Evasion,T1070.004,Indicator Removal: File Deletion,Windows,`CertEnrollAgent.exe` deletes `C:\ProgramData\CertCA.bin` from disk after loading the PE,Calibrated - Not Benign,Medium,Step 1A: CWLHerpaderping deletes the dnscat2 payload file after loading to remove forensic evidence; file deletion occurs in fallback mode when stdin is not redirected,react.testlab.local,NT AUTHORITY\SYSTEM,AN0392,"Detects adversary behavior deleting artifacts (e.g., dropped payloads, evidence files) using native or external utilities (e.g., del, erase, SDelete). Detects deletion events correlated with unusual process lineage or timing post-execution.",WinEventLog:PowerShell,"EventCode=4103, 4104, 4105, 4106",Command Execution
Step 1A - Privilege Escalation + File-based Loading (Full Chain),Defense Evasion,T1036.005,Masquerading: Match Legitimate Resource Name or Location,Windows,ghost process reports `ImageFileName = C:\Windows\System32\RuntimeBroker.exe`; EDR image verification: PE mapped in the ghost process address space does not match the on-disk hash of `C:\Windows\System32\RuntimeBroker.exe` — image path vs. mapped content mismatch is the Herpaderping masquerade artifact,Calibrated - Not Benign,Medium,Step 1A: CWLHerpaderping makes ghost process resemble legitimate Windows component by assigning trusted image path; masquerading outcome mapped separately from PEB rewrite under process argument spoofing,react.testlab.local,NT AUTHORITY\SYSTEM,AN0983,"Detects processes or binaries executed from trusted directories (e.g., System32) or using trusted names (e.g., svchost.exe) where the metadata, hash, or parent process does not align with legitimate activity patterns.",WinEventLog:Security,EventCode=4688,Process Creation
Step 1A - Privilege Escalation + File-based Loading (Full Chain),Defense Evasion,T1036.005,Masquerading: Match Legitimate Resource Name or Location,Windows,ghost process reports `ImageFileName = C:\Windows\System32\RuntimeBroker.exe`; EDR image verification: PE mapped in the ghost process address space does not match the on-disk hash of `C:\Windows\System32\RuntimeBroker.exe` — image path vs. mapped content mismatch is the Herpaderping masquerade artifact,Calibrated - Not Benign,Medium,Step 1A: CWLHerpaderping makes ghost process resemble legitimate Windows component by assigning trusted image path; masquerading outcome mapped separately from PEB rewrite under process argument spoofing,react.testlab.local,NT AUTHORITY\SYSTEM,AN0983,"Detects processes or binaries executed from trusted directories (e.g., System32) or using trusted names (e.g., svchost.exe) where the metadata, hash, or parent process does not align with legitimate activity patterns.",WinEventLog:Sysmon,EventCode=11,File Creation
Step 1A - Privilege Escalation + File-based Loading (Full Chain),Command and Control,T1071.004,Application Layer Protocol: DNS,Windows,`RuntimeBroker.exe` (dnscat2 ghost process) issues a high volume of DNS queries containing encoded subdomain labels to `crl.ms-cert.net`,Calibrated - Not Benign,Critical,Step 1A: dnscat2 C2 session established as SYSTEM via Herpaderping ghost process; bootstrapped from react2shell session via eval detached spawn of CertEnrollSvc,react.testlab.local,NT AUTHORITY\SYSTEM,AN1121,"Detects high-frequency or anomalous DNS queries initiated by non-browser, non-system processes (e.g., PowerShell, rundll32, python.exe) used to establish command and control via DNS tunneling.",WinEventLog:Sysmon,"EventCode=3, 22",Network Connection Creation
Step 1A - Privilege Escalation + File-based Loading (Full Chain),Command and Control,T1071.004,Application Layer Protocol: DNS,Windows,`RuntimeBroker.exe` (dnscat2 ghost process) issues a high volume of DNS queries containing encoded subdomain labels to `crl.ms-cert.net`,Calibrated - Not Benign,Critical,Step 1A: dnscat2 C2 session established as SYSTEM via Herpaderping ghost process; bootstrapped from react2shell session via eval detached spawn of CertEnrollSvc,react.testlab.local,NT AUTHORITY\SYSTEM,AN1121,"Detects high-frequency or anomalous DNS queries initiated by non-browser, non-system processes (e.g., PowerShell, rundll32, python.exe) used to establish command and control via DNS tunneling.",NSM:Flow,dns.log,Network Traffic Content
Step 1A - Privilege Escalation + File-based Loading (Full Chain),Command and Control,T1573.002,Encrypted Channel: Asymmetric Cryptography,Windows,DNS query payloads are encrypted after dnscat2 session key negotiation,Not Calibrated - Not Benign,Medium,dnscat2 encrypts C2 session data; protocol details are covered in [dnscat2.md](../further-reading/dnscat2.md),react.testlab.local,NT AUTHORITY\SYSTEM,AN1496,"Processes not typically associated with encryption loading asymmetric crypto libraries (e.g., rsaenh.dll, crypt32.dll) and subsequently initiating outbound TLS/SSL connections with abnormal certificate chains or handshakes. Defender correlates process creation, module load, and unusual encrypted sessions.",WinEventLog:Sysmon,EventCode=7,Module Load
Step 1A - Privilege Escalation + File-based Loading (Full Chain),Command and Control,T1573.002,Encrypted Channel: Asymmetric Cryptography,Windows,DNS query payloads are encrypted after dnscat2 session key negotiation,Not Calibrated - Not Benign,Medium,dnscat2 encrypts C2 session data; protocol details are covered in [dnscat2.md](../further-reading/dnscat2.md),react.testlab.local,NT AUTHORITY\SYSTEM,AN1496,"Processes not typically associated with encryption loading asymmetric crypto libraries (e.g., rsaenh.dll, crypt32.dll) and subsequently initiating outbound TLS/SSL connections with abnormal certificate chains or handshakes. Defender correlates process creation, module load, and unusual encrypted sessions.",WinEventLog:Sysmon,"EventCode=3, 22",Network Connection Creation
Step 1A - Privilege Escalation + File-based Loading (Full Chain),Discovery,T1012,Query Registry,Windows,"EDR registry access event on IIS01: `RuntimeBroker.exe` (dnscat2 ghost process, NT AUTHORITY\SYSTEM) reads `HKLM\SYSTEM\CurrentControlSet\Services\Tcpip\Parameters\Interfaces\{GUID}\NameServer`; `RuntimeBroker.exe` (UWP process broker) reading TCP/IP DNS resolver configuration keys is anomalous",Calibrated - Not Benign,Low,"Step 1A: dnscat2 enumerates TCP/IP interface GUIDs, reads NameServer/DhcpNameServer registry values to discover DNS resolver for C2 tunneling",react.testlab.local,NT AUTHORITY\SYSTEM,AN0589,"Registry read access associated with suspicious or non-interactive processes querying system config, installed software, or security settings.",WinEventLog:Sysmon,EventCode=1,Process Creation
Step 1A - Privilege Escalation + File-based Loading (Full Chain),Discovery,T1012,Query Registry,Windows,"EDR registry access event on IIS01: `RuntimeBroker.exe` (dnscat2 ghost process, NT AUTHORITY\SYSTEM) reads `HKLM\SYSTEM\CurrentControlSet\Services\Tcpip\Parameters\Interfaces\{GUID}\NameServer`; `RuntimeBroker.exe` (UWP process broker) reading TCP/IP DNS resolver configuration keys is anomalous",Calibrated - Not Benign,Low,"Step 1A: dnscat2 enumerates TCP/IP interface GUIDs, reads NameServer/DhcpNameServer registry values to discover DNS resolver for C2 tunneling",react.testlab.local,NT AUTHORITY\SYSTEM,AN0589,"Registry read access associated with suspicious or non-interactive processes querying system config, installed software, or security settings.",WinEventLog:Sysmon,"EventCode=13, 14",Windows Registry Key Modification
Step 1A - Privilege Escalation + File-based Loading (Full Chain),Discovery,T1012,Query Registry,Windows,"EDR registry access event on IIS01: `RuntimeBroker.exe` (dnscat2 ghost process, NT AUTHORITY\SYSTEM) reads `HKLM\SYSTEM\CurrentControlSet\Services\Tcpip\Parameters\Interfaces\{GUID}\NameServer`; `RuntimeBroker.exe` (UWP process broker) reading TCP/IP DNS resolver configuration keys is anomalous",Calibrated - Not Benign,Low,"Step 1A: dnscat2 enumerates TCP/IP interface GUIDs, reads NameServer/DhcpNameServer registry values to discover DNS resolver for C2 tunneling",react.testlab.local,NT AUTHORITY\SYSTEM,AN0589,"Registry read access associated with suspicious or non-interactive processes querying system config, installed software, or security settings.",WinEventLog:PowerShell,"EventCode=4103, 4104, 4105, 4106",Command Execution
Step 1A - Privilege Escalation + File-based Loading (Full Chain),Defense Evasion,T1564.003,Hide Artifacts: Hidden Window,Windows,`CertEnrollSvc.exe` spawns `CertEnrollAgent.exe` with `CREATE_NO_WINDOW` (`0x08000000`); dnscat2 executes without a console window,Not Calibrated - Not Benign,Low,Step 1A: Escalation and C2 launch run without visible console windows; implementation details in [efspotato.md](../further-reading/efspotato.md) and [dnscat2.md](../further-reading/dnscat2.md),react.testlab.local,NT AUTHORITY\SYSTEM,AN0360,"Suspicious use of scripting parameters or registry edits to hide process windows (e.g., powershell.exe -WindowStyle Hidden, or registry modifications pushing window positions off screen). Defender view: correlation of hidden execution with anomalous process lineage or hVNC-like CreateDesktop API calls.",WinEventLog:Sysmon,EventCode=1,Process Creation
Step 1A - Privilege Escalation + File-based Loading (Full Chain),Defense Evasion,T1564.003,Hide Artifacts: Hidden Window,Windows,`CertEnrollSvc.exe` spawns `CertEnrollAgent.exe` with `CREATE_NO_WINDOW` (`0x08000000`); dnscat2 executes without a console window,Not Calibrated - Not Benign,Low,Step 1A: Escalation and C2 launch run without visible console windows; implementation details in [efspotato.md](../further-reading/efspotato.md) and [dnscat2.md](../further-reading/dnscat2.md),react.testlab.local,NT AUTHORITY\SYSTEM,AN0360,"Suspicious use of scripting parameters or registry edits to hide process windows (e.g., powershell.exe -WindowStyle Hidden, or registry modifications pushing window positions off screen). Defender view: correlation of hidden execution with anomalous process lineage or hVNC-like CreateDesktop API calls.",WinEventLog:Sysmon,"EventCode=13, 14",Windows Registry Key Modification
Step 1A - Privilege Escalation + File-based Loading (Full Chain),Defense Evasion,T1564.010,Hide Artifacts: Process Argument Spoofing,Windows,EDR cross-process memory write event on IIS01: `CertEnrollAgent.exe` (NT AUTHORITY\SYSTEM) calls `WriteProcessMemory` targeting the PEB `ProcessParameters` region of the `RuntimeBroker.exe` ghost process,Calibrated - Not Benign,Medium,Step 1A: CWLHerpaderping rewrites ghost process PEB metadata to hide true payload identity; this row captures the PEB spoofing mechanism separate from trusted name masquerading,react.testlab.local,NT AUTHORITY\SYSTEM,AN0126,"Inconsistencies between process command-line arguments logged at creation time and subsequent process behavior. Defender perspective: monitoring for processes launched in a suspended state, followed by memory modifications (e.g., WriteProcessMemory targeting the PEB) that overwrite arguments before execution resumes. Detection also includes observing anomalous behaviors from processes whose logged arguments do not align with executed activity (e.g., network connections, file writes, or registry modifications).",WinEventLog:Security,EventCode=4688,Process Creation
Step 1A - Privilege Escalation + File-based Loading (Full Chain),Defense Evasion,T1564.010,Hide Artifacts: Process Argument Spoofing,Windows,EDR cross-process memory write event on IIS01: `CertEnrollAgent.exe` (NT AUTHORITY\SYSTEM) calls `WriteProcessMemory` targeting the PEB `ProcessParameters` region of the `RuntimeBroker.exe` ghost process,Calibrated - Not Benign,Medium,Step 1A: CWLHerpaderping rewrites ghost process PEB metadata to hide true payload identity; this row captures the PEB spoofing mechanism separate from trusted name masquerading,react.testlab.local,NT AUTHORITY\SYSTEM,AN0126,"Inconsistencies between process command-line arguments logged at creation time and subsequent process behavior. Defender perspective: monitoring for processes launched in a suspended state, followed by memory modifications (e.g., WriteProcessMemory targeting the PEB) that overwrite arguments before execution resumes. Detection also includes observing anomalous behaviors from processes whose logged arguments do not align with executed activity (e.g., network connections, file writes, or registry modifications).",WinEventLog:Sysmon,EventCode=10,Process Access
