File,Step,Summary,Tactic,Technique ID,Technique Name,Platform,Detection Criteria,Category,Calibration Reason,ACW,Red Team Activity,Hosts,Users,Detection ID,Detection Description,Log Source,Event Filter,Data Component
Phase 1.md,Step 1 — Initial Access & Payload Staging,node.exe eval fs.renameSync CertEnrollSvc .bin to .exe,Execution,T1059.007,Command and Scripting Interpreter: JavaScript,Windows,"N/A — C2: single eval(String.fromCharCode(...)) dispatching fs.renameSync executes within the existing node.exe V8 runtime — no child process spawned; Node.js has no script-block-equivalent telemetry channel on the Scenario 1 EDR surface; the only externally observable output is the file-rename event for CertEnrollSvc.bin → CertEnrollSvc.exe on IIS01, which is attributed to T1036.005, not to the JavaScript execution mechanism",Not Calibrated - Not Benign,C2,Low,"`rename` eval: node.exe evaluates a single charcode-encoded JavaScript injection dispatching `process.mainModule.require('fs').renameSync('C:\\Windows\\Temp\\CertEnrollSvc.bin','C:\\Windows\\Temp\\CertEnrollSvc.exe')`; no `child_process` spawn, no `cmd.exe` wrapper",react.testlab.local,IIS APPPOOL\react.testlab.local,AN0733,"Detects JavaScript execution through WSH (wscript.exe, cscript.exe) or HTA (mshta.exe), particularly when spawned from Office macros, web browsers, or abnormal user paths. Correlates script execution with outbound network activity or system modification.",WinEventLog:Sysmon,EventCode=7,Module Load
Phase 1.md,Step 2 — Privilege Escalation via EfsPotato,node.exe spawnSync CertEnrollSvc.exe stdin PE delivery,Execution,T1059.007,Command and Scripting Interpreter: JavaScript,Windows,node.exe (IIS APPPOOL\react.testlab.local) spawns C:\Windows\Temp\CertEnrollSvc.exe on IIS01 — node.exe spawning executables from C:\Windows\Temp\ is atypical for an IIS web worker; process creation event (Sysmon EID 1) attributes the spawn to node.exe with a stdin pipe carrying the CWLHerpaderping PE bytes,Calibrated - Not Benign,-,Low,"`pipestage` eval payload calls `spawnSync(CertEnrollSvc.exe, [], {input: [hdr+PE]})` inside the Node.js worker — unlike in-process eval ops, this creates a child process; only operation in this step where `node.exe` appears as a parent in process creation telemetry",react.testlab.local,IIS APPPOOL\react.testlab.local,AN0733,"Detects JavaScript execution through WSH (wscript.exe, cscript.exe) or HTA (mshta.exe), particularly when spawned from Office macros, web browsers, or abnormal user paths. Correlates script execution with outbound network activity or system modification.",WinEventLog:Sysmon,EventCode=1,Process Creation
Phase 1.md,Step 2 — Privilege Escalation via EfsPotato,node.exe spawnSync CertEnrollSvc.exe stdin PE delivery,Execution,T1059.007,Command and Scripting Interpreter: JavaScript,Windows,node.exe (IIS APPPOOL\react.testlab.local) spawns C:\Windows\Temp\CertEnrollSvc.exe on IIS01 — node.exe spawning executables from C:\Windows\Temp\ is atypical for an IIS web worker; process creation event (Sysmon EID 1) attributes the spawn to node.exe with a stdin pipe carrying the CWLHerpaderping PE bytes,Calibrated - Not Benign,-,Low,"`pipestage` eval payload calls `spawnSync(CertEnrollSvc.exe, [], {input: [hdr+PE]})` inside the Node.js worker — unlike in-process eval ops, this creates a child process; only operation in this step where `node.exe` appears as a parent in process creation telemetry",react.testlab.local,IIS APPPOOL\react.testlab.local,AN0733,"Detects JavaScript execution through WSH (wscript.exe, cscript.exe) or HTA (mshta.exe), particularly when spawned from Office macros, web browsers, or abnormal user paths. Correlates script execution with outbound network activity or system modification.",m365:defender,ScriptBlockLogging + AMSI,Script Execution
Phase 1.md,Step 2 — Privilege Escalation via EfsPotato,node.exe spawnSync CertEnrollSvc.exe stdin PE delivery,Execution,T1059.007,Command and Scripting Interpreter: JavaScript,Windows,node.exe (IIS APPPOOL\react.testlab.local) spawns C:\Windows\Temp\CertEnrollSvc.exe on IIS01 — node.exe spawning executables from C:\Windows\Temp\ is atypical for an IIS web worker; process creation event (Sysmon EID 1) attributes the spawn to node.exe with a stdin pipe carrying the CWLHerpaderping PE bytes,Calibrated - Not Benign,-,Low,"`pipestage` eval payload calls `spawnSync(CertEnrollSvc.exe, [], {input: [hdr+PE]})` inside the Node.js worker — unlike in-process eval ops, this creates a child process; only operation in this step where `node.exe` appears as a parent in process creation telemetry",react.testlab.local,IIS APPPOOL\react.testlab.local,AN0733,"Detects JavaScript execution through WSH (wscript.exe, cscript.exe) or HTA (mshta.exe), particularly when spawned from Office macros, web browsers, or abnormal user paths. Correlates script execution with outbound network activity or system modification.",WinEventLog:Sysmon,EventCode=7,Module Load
Phase 1.md,Step 2 — Privilege Escalation via EfsPotato,CertEnrollSvc.exe XOR-decoded GetProcAddress dynamic API resolution,Defense Evasion,T1027.007,Obfuscated Files or Information: Dynamic API Resolution,Windows,"CertEnrollSvc.exe (C:\Windows\Temp\) on IIS01 has a sparse import table — PE capability scan (YARA or static analysis) confirms IAT does not contain plaintext function names corresponding to the named-pipe, EFS RPC, token manipulation, or process-creation operations observed at runtime; mismatch between the declared IAT and the observed runtime API footprint fingerprints runtime API resolution",Calibrated - Not Benign,-,Medium,"`X.Init()` resolves all Win32 delegates via `R<T>(h, S(_fn_*))` — `S()` XOR-decodes the function name before passing to `GetProcAddress`; all DLL names (`_k32`, `_adv`, `_rpc`, `_ntdll`) and all function name byte arrays (`_fn_va`, `_fn_cnpw`, `_fn_cpwt`, etc.) are XOR-encoded with `(0xA3 + i*0x5B)` formula; `InitSyscalls()` additionally applies Halo's Gate: walks `±0x20`-byte neighbors of each Nt-stub to infer SSN when stub prologue is hooked",IIS01 (10.12.10.20),IIS APPPOOL\react.testlab.local,AN0250,"Behavioral chain involving suspicious use of GetProcAddress and LoadLibrary following memory allocation and manual mapping, often paired with low entropy strings, abnormal API use without static import tables, or delayed module load behaviors.",WinEventLog:Sysmon,EventCode=1,Process Creation
Phase 1.md,Step 2 — Privilege Escalation via EfsPotato,CertEnrollSvc.exe XOR-decoded GetProcAddress dynamic API resolution,Defense Evasion,T1027.007,Obfuscated Files or Information: Dynamic API Resolution,Windows,"CertEnrollSvc.exe (C:\Windows\Temp\) on IIS01 has a sparse import table — PE capability scan (YARA or static analysis) confirms IAT does not contain plaintext function names corresponding to the named-pipe, EFS RPC, token manipulation, or process-creation operations observed at runtime; mismatch between the declared IAT and the observed runtime API footprint fingerprints runtime API resolution",Calibrated - Not Benign,-,Medium,"`X.Init()` resolves all Win32 delegates via `R<T>(h, S(_fn_*))` — `S()` XOR-decodes the function name before passing to `GetProcAddress`; all DLL names (`_k32`, `_adv`, `_rpc`, `_ntdll`) and all function name byte arrays (`_fn_va`, `_fn_cnpw`, `_fn_cpwt`, etc.) are XOR-encoded with `(0xA3 + i*0x5B)` formula; `InitSyscalls()` additionally applies Halo's Gate: walks `±0x20`-byte neighbors of each Nt-stub to infer SSN when stub prologue is hooked",IIS01 (10.12.10.20),IIS APPPOOL\react.testlab.local,AN0250,"Behavioral chain involving suspicious use of GetProcAddress and LoadLibrary following memory allocation and manual mapping, often paired with low entropy strings, abnormal API use without static import tables, or delayed module load behaviors.",WinEventLog:Sysmon,EventCode=7,Module Load
Phase 1.md,Step 2 — Privilege Escalation via EfsPotato,CertEnrollSvc.exe XOR-decoded GetProcAddress dynamic API resolution,Defense Evasion,T1027.007,Obfuscated Files or Information: Dynamic API Resolution,Windows,"CertEnrollSvc.exe (C:\Windows\Temp\) on IIS01 has a sparse import table — PE capability scan (YARA or static analysis) confirms IAT does not contain plaintext function names corresponding to the named-pipe, EFS RPC, token manipulation, or process-creation operations observed at runtime; mismatch between the declared IAT and the observed runtime API footprint fingerprints runtime API resolution",Calibrated - Not Benign,-,Medium,"`X.Init()` resolves all Win32 delegates via `R<T>(h, S(_fn_*))` — `S()` XOR-decodes the function name before passing to `GetProcAddress`; all DLL names (`_k32`, `_adv`, `_rpc`, `_ntdll`) and all function name byte arrays (`_fn_va`, `_fn_cnpw`, `_fn_cpwt`, etc.) are XOR-encoded with `(0xA3 + i*0x5B)` formula; `InitSyscalls()` additionally applies Halo's Gate: walks `±0x20`-byte neighbors of each Nt-stub to infer SSN when stub prologue is hooked",IIS01 (10.12.10.20),IIS APPPOOL\react.testlab.local,AN0250,"Behavioral chain involving suspicious use of GetProcAddress and LoadLibrary following memory allocation and manual mapping, often paired with low entropy strings, abnormal API use without static import tables, or delayed module load behaviors.",etw:Microsoft-Windows-Kernel-Process,API tracing / stack tracing via ETW or telemetry-based EDR,OS API Execution
Phase 1.md,Step 2 — Privilege Escalation via EfsPotato,CertEnrollSvc.exe VirtualAlloc PAGE_EXECUTE_READ syscall trampoline page,Execution,T1106,Native API,Windows,"CertEnrollSvc.exe (C:\Windows\Temp\, IIS APPPOOL\react.testlab.local) on IIS01 allocates a non-module-backed PAGE_EXECUTE_READ memory region — unbacked RX allocation not associated with any loaded module; detectable by memory scan at process runtime before the EFS coercion sequence begins",Calibrated - Not Benign,-,Low,"`X.InitSyscalls()` writes trampolines into a `VirtualAlloc`-owned page and flips it to `PAGE_EXECUTE_READ` before any pipe or RPC operation; subsequent `pfNtFsControlFile`, `pfNtOpenThreadToken`, `pfNtDuplicateToken` invocations dispatch through the trampoline page — avoids advapi32/ntdll hook entry points so EDR stack walker does not fire on the impersonation path",IIS01 (10.12.10.20),IIS APPPOOL\react.testlab.local,AN1465,"Unusual or suspicious processes loading critical native API DLLs (e.g., ntdll.dll, kernel32.dll) followed by direct syscall behavior, memory manipulation, or hollowing.",WinEventLog:Sysmon,EventCode=7,Module Load
Phase 1.md,Step 2 — Privilege Escalation via EfsPotato,CertEnrollSvc.exe VirtualAlloc PAGE_EXECUTE_READ syscall trampoline page,Execution,T1106,Native API,Windows,"CertEnrollSvc.exe (C:\Windows\Temp\, IIS APPPOOL\react.testlab.local) on IIS01 allocates a non-module-backed PAGE_EXECUTE_READ memory region — unbacked RX allocation not associated with any loaded module; detectable by memory scan at process runtime before the EFS coercion sequence begins",Calibrated - Not Benign,-,Low,"`X.InitSyscalls()` writes trampolines into a `VirtualAlloc`-owned page and flips it to `PAGE_EXECUTE_READ` before any pipe or RPC operation; subsequent `pfNtFsControlFile`, `pfNtOpenThreadToken`, `pfNtDuplicateToken` invocations dispatch through the trampoline page — avoids advapi32/ntdll hook entry points so EDR stack walker does not fire on the impersonation path",IIS01 (10.12.10.20),IIS APPPOOL\react.testlab.local,AN1465,"Unusual or suspicious processes loading critical native API DLLs (e.g., ntdll.dll, kernel32.dll) followed by direct syscall behavior, memory manipulation, or hollowing.",WinEventLog:Sysmon,EventCode=10,Process Access
Phase 1.md,Step 2 — Privilege Escalation via EfsPotato,CertEnrollSvc.exe VirtualAlloc PAGE_EXECUTE_READ syscall trampoline page,Execution,T1106,Native API,Windows,"CertEnrollSvc.exe (C:\Windows\Temp\, IIS APPPOOL\react.testlab.local) on IIS01 allocates a non-module-backed PAGE_EXECUTE_READ memory region — unbacked RX allocation not associated with any loaded module; detectable by memory scan at process runtime before the EFS coercion sequence begins",Calibrated - Not Benign,-,Low,"`X.InitSyscalls()` writes trampolines into a `VirtualAlloc`-owned page and flips it to `PAGE_EXECUTE_READ` before any pipe or RPC operation; subsequent `pfNtFsControlFile`, `pfNtOpenThreadToken`, `pfNtDuplicateToken` invocations dispatch through the trampoline page — avoids advapi32/ntdll hook entry points so EDR stack walker does not fire on the impersonation path",IIS01 (10.12.10.20),IIS APPPOOL\react.testlab.local,AN1465,"Unusual or suspicious processes loading critical native API DLLs (e.g., ntdll.dll, kernel32.dll) followed by direct syscall behavior, memory manipulation, or hollowing.",WinEventLog:Sysmon,EventCode=1,Process Creation
